answer,avg_score,brand_name,bta_user_role,cohort_dimension,cohort_value,confidence_tier,created_at,delta_prev_period,index_name,median_score,period_end_date,period_id,question_id,question_text,request_id,response_count,response_option,response_pct,response_total_n,sample_size,segment_type,segment_value,source_table,stddev_score
"More products to purchase when they come out with fun products, currently one store has fake super toast toasters and they are adorable AF and I need it",,,Budtender,,,suppressed,2026-03-31 18:08:52+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Consistency price availability,,,Store Manager,,,suppressed,2026-03-31 08:08:14+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Knowing the products that’s why samples in Manitoba are good for us to recommend products to customers if we can try it we can’t recommend,,,Budtender,,,suppressed,2026-03-30 23:57:55+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Sixty Seven Sins. All hype no gas,,,Budtender,,,suppressed,2026-03-29 14:52:18+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
THEY NEED TO BE MORE KNOWLEDGABLE AND ACTUAL USE THE PRODUCTS! SO MANY BUDTENDERS DONT EVEN SMOKE OR EVEN EDIBLES... NOTHING,,,Budtender,,,suppressed,2026-03-28 20:24:52+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Better informations.,,,Consumer,,,suppressed,2026-03-25 14:34:50+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Consistent brand product quality and great customer service at cannabis retailers,,,Store Manager,,,suppressed,2026-03-24 19:57:29+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Clear packaging on flower products,,,Budtender,,,suppressed,2026-03-20 23:29:40+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Making consumers a focus as well,,,Consumer,,,suppressed,2026-03-20 18:18:35+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Consistency across all products,,,Budtender,,,suppressed,2026-03-20 18:09:05+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Consistency in product and packaging, and honest about thc levels",,,Budtender,,,suppressed,2026-03-20 17:51:42+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Focus on Consumers more, maybe with better consistent budtender education and customer service so a visit to the store is enjoyable, as the consumers are the ones that will be purchasing the products and spending their money",,,Consumer,,,suppressed,2026-03-20 17:50:24+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Nothing...they do their best,,,Store Manager,,,suppressed,2026-03-20 16:33:08+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"I can\'t really say. I usually go into my shop already knowing what I want to purchase, and for brands, as they continue to produce quality flower and products and not lie about their %",,,Budtender,,,suppressed,2026-03-20 13:41:01+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Full transparency! No need for secrets! Let me know the terpenes, what the process was, lineage, etc",,,Budtender,,,suppressed,2026-03-19 08:21:37+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Be kind for stores Be consistent with products,,,Budtender,,,suppressed,2026-03-16 01:05:51+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Be more transparent about how things were grown, what solvents are being used and what the terp profiles are",,,Budtender,,,suppressed,2026-03-08 03:23:17+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Make product info easier to find for some products,,,Budtender,,,suppressed,2026-03-06 01:27:17+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Consistency in product and hardware quality. When there’s a product that might have a quality issue it’s important to listen to the educator and consumer. When I purchase a product and the hardware is faulty, fix the hardware don’t continue to use that same hardware. So many issues with hardware.",,,Store Manager,,,suppressed,2026-03-05 21:55:42+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Build a connection - through social media, through pop-ups and visibility in store. Unique displays, easy to open packaging",,,Store Manager,,,suppressed,2026-03-05 04:46:18+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Have a variety of products from value to highend so there\'s choice,,,Budtender,,,suppressed,2026-03-05 02:05:19+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Making sure their budtenders know their stuff...nothing worse than going to a dispensary and the Budtender doesn\'t know or care,,,Budtender,,,suppressed,2026-03-04 23:49:16+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Put more swag in stores :),,,Consumer,,,suppressed,2026-03-04 23:16:58+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Clear packaging and transparency of ingredients / methods,,,Budtender,,,suppressed,2026-03-04 23:12:33+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Stop lying when putting product info on package. Thc % , grow method , terps and harvest date/ package are all areas that need more truth",,,Consumer,,,suppressed,2026-03-04 21:56:27+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
create more of a tailored sensory experience to the product,,,Consumer,,,suppressed,2026-03-03 02:42:51+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Smell technology, and windows on the bags",,,Budtender,,,suppressed,2026-03-02 22:16:12+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Better retail training, more LP educational material. (This website/platform is exactly what we need more of, more centralized hubs from budtenders to self train.)",,,Budtender,,,suppressed,2026-03-01 00:05:49+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"More education for budtenders, and opportunities for them to learn about products",,,Consumer,,,suppressed,2026-02-27 18:43:56+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"For budtenders, samples. Its unreasonable to expect us to bring in a product just based on a reps word. We need to know it\'s good quality before purchasing or recommending",,,Budtender,,,suppressed,2026-02-27 14:41:43+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
more info on packaging.,,,Budtender,,,suppressed,2026-02-26 17:43:25+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
It would be nice if retailers had access to products that are carried in other provinces but not AB,,,Store Manager,,,suppressed,2026-02-25 19:01:52+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
more education about it,,,Store Manager,,,suppressed,2026-02-25 18:53:48+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Less packaging!,,,Budtender,,,suppressed,2026-02-25 09:02:38+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Connecting products to the experience I’m looking for.,,,Store Manager,,,suppressed,2026-02-24 21:40:28+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Consistency and transparency,,,Budtender,,,suppressed,2026-02-23 22:36:23+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
The see through packaging is really nice!,,,Store Manager,,,suppressed,2026-02-23 21:24:32+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Transparency -- more details on packages like craft brands do. More info on harvest date, minor cannabinoid breakdown etc",,,Store Manager,,,suppressed,2026-02-23 18:37:27+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
i like the new see thru packaging,,,Budtender,,,suppressed,2026-02-23 17:28:10+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"as a budtender, we love brand representatives that come and go in depth about the brand and give samples. gives us budtenders more insight and it would be easier to make decisions on what to purchase since the stock can be overwhelming",,,Budtender,,,suppressed,2026-02-23 16:48:52+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
More educated budtenders that know their product lines,,,Store Manager,,,suppressed,2026-02-23 13:52:25+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Actually have in stock what is in stock on their website,,,Budtender,,,suppressed,2026-02-22 17:35:58+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Having more info on brands they are selling. I like to purchase from smaller craft brands and often budtenders don\'t know anything about the brands they are selling. Even simple things like where is the brand from.,,,Consumer,,,suppressed,2026-02-20 12:41:50+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Love seeing the product with the new “windows or glass jars,,,Store Manager,,,suppressed,2026-02-20 00:32:03+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"I’m a visual person, so having cannabis in displays rather than on a tv screen are my type of stores I like to shop at",,,Budtender,,,suppressed,2026-02-19 22:55:42+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Have more product knowledge available; like having reps in store to do meet and greets,,,Budtender,,,suppressed,2026-02-19 06:32:10+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
All information on front of bag ( I know it’s hard ) but I want to know details,,,Consumer,,,suppressed,2026-02-19 03:09:23+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Most stores you can’t see all the details on the packaging front , always asking the Budtender for packaging date or terps etc cannabinoids",,,Consumer,,,suppressed,2026-02-19 02:26:27+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Consistent quality,,,Budtender,,,suppressed,2026-02-18 17:44:16+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Brands - I wish there was a way to get more swag directly from the brand. I love swag and WILL advertise freely because I will only take swag from the brands I love. It would be neat to have a brand tracking app so that each time you buy you can log your purchase and get points. Then brands can just send you stuff in the mail to reward loyalty.,,,Consumer,,,suppressed,2026-02-18 16:10:17+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Brands need more detailed packaging and access to COAs,,,Store Manager,,,suppressed,2026-02-17 15:26:18+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"info available online, I make most purchases online for pickup in store",,,Consumer,,,suppressed,2026-02-15 19:40:17+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"list terpene profile. some people are allergic to common terpenes, for example an old boss is allergic to linalool",,,Budtender,,,suppressed,2026-02-12 15:28:57+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"would love to see more specialized knowledge from retailers and brands, especially around specific concerns like PMS, period pain, fatigue, and other common ailments. More informed guidance tailored to these needs would make the shopping experience feel more supportive and personalized.",,,Consumer,,,suppressed,2026-02-12 14:01:27+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Reduce packaging.,,,Store Manager,,,suppressed,2026-02-12 06:59:55+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
I need more places to enjoy my cannabis stigma free. I wish a brand would sponsor or support the opening of consumption lounges.,,,Store Manager,,,suppressed,2026-02-12 00:30:29+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
More options to learn about products in depth,,,Consumer,,,suppressed,2026-02-11 23:36:43+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Share more of their experiences themselves with the product,,,Store Manager,,,suppressed,2026-02-11 19:08:31+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Informative labeling,,,Store Manager,,,suppressed,2026-02-11 15:52:01+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
More education on terps and quality of weed versus just high THC,,,Consumer,,,suppressed,2026-02-11 14:17:44+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Be consistent,,,Budtender,,,suppressed,2026-02-11 14:10:49+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Packaging companies could be transparent about which growers are inside what bags. Looking at you: BC Smalls, BC 1/4 or 1/2 or Oz, Dealer…",,,Budtender,,,suppressed,2026-02-11 12:47:11+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Knowledge of cultivation and terpene levels,,,Budtender,,,suppressed,2026-02-10 20:29:47+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Consistency and transparency,,,Budtender,,,suppressed,2026-02-10 06:28:52+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
- more info on packaging!! Grow process Terps,,,Budtender,,,suppressed,2026-02-10 05:06:54+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Have consistent selections and a better loyalty program for customers,,,Budtender,,,suppressed,2026-02-10 03:05:01+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
TEST SURVEY POINTS LOL,,,Consumer,,,suppressed,2026-02-09 23:35:08+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Provide more information on packages! *The companies that dont even list the strain because they rotate, and the ones that don\'t test for terpenes or do and don\'t list them*",,,Budtender,,,suppressed,2026-02-09 20:47:46+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"more information, less buzzwords",,,Consumer,,,suppressed,2026-02-09 20:06:24+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Add more information on the package. Customers are asking these questions & budtenders have to reaserch to find info half of the time. Terpenes, Minor Cannabinoids, Irradiated/non-irradiated, Sun grown, harvest date, package date, grow location, strain lineages, flavour profiles, best temps for concentrates & cartridges. So much info is needed & if included, could help brands sell themselves!",,,Store Manager,,,suppressed,2026-02-09 17:50:38+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Cheaper ounces , more variety to test in large quantity",,,Consumer,,,suppressed,2026-02-09 17:02:25+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Personalized experiences not clerking but actually selling on the products,,,Budtender,,,suppressed,2026-02-09 14:07:57+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Bonus points,,,Budtender,,,suppressed,2026-02-06 04:29:31+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Stop inflating %,,,Budtender,,,suppressed,2026-02-05 16:50:17+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
More transparency,,,Budtender,,,suppressed,2026-02-05 15:29:07+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Transparency,,,Budtender,,,suppressed,2026-02-04 15:58:07+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Consistent availability. Too many times I have found an amazing product then never seen it again. The lottery system and centralized buying in Alberta is a terrible system.,,,Consumer,,,suppressed,2026-02-04 02:26:36+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Be transparent about the quality, genetics, and growing methods used so that I can make an informed decision about whether I want to consume it.",,,Store Manager,,,suppressed,2026-02-04 02:12:00+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
I feel as though everyone deserves the same experience! I try to give my customers at my store an experience i would love to receive when entering a store.,,,Budtender,,,suppressed,2026-02-03 01:33:28+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
"Transparency, recommendations on things they actually tried",,,Budtender,,,suppressed,2026-02-02 17:18:41+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
Show off the terps on strain cards or price tags or signage rather than just THC/CBD,,,Budtender,,,suppressed,2026-02-02 16:57:33+00:00,,,,,,CTB_Q27_IMPROVE_EXPERIENCE_OPEN,"Looking at your overall shopping experience, what’s one thing cannabis retailers or brands could do to make it better for you?",P1_CONSISTENCY,,,,,,,,analytics_marts.fct_survey_responses,
